Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
89.15,Utilities,Debit Card,Desktop,Delhi,0,191,214.68,1014,0,0
1.59,Travel,PayPal,Mobile,Pune,0,143,283.18,33,0,0
8.79,Travel,Debit Card,Desktop,Pune,0,97,71.75,349,0,0
128.72,Health,PayPal,POS,Chennai,0,167,298.08,1374,0,0
15.73,Health,Credit Card,Desktop,Delhi,0,57,152.55,1061,0,0
84.62,Food,Debit Card,Desktop,Hyderabad,0,138,122.47,1105,0,0
21.76,Travel,NetBanking,Desktop,Pune,0,71,79.54,1053,0,0
8.38,Travel,Debit Card,POS,Pune,0,97,181.44,1195,0,0
22.29,Grocery,Debit Card,Desktop,Pune,1,17,465.2,1879,0,0
102.49,Fashion,Credit Card,POS,Mumbai,0,76,25.19,808,1,1
154.87,Grocery,NetBanking,Desktop,Hyderabad,0,17,427.56,856,0,0
141.86,Utilities,NetBanking,Mobile,Kolkata,0,111,204.71,309,0,0
40.49,Electronics,UPI,Desktop,Kolkata,0,120,285.18,1141,0,0
88.23,Entertainment,UPI,Mobile,Delhi,0,144,261.28,1213,0,0
18.35,Grocery,UPI,POS,Mumbai,0,119,463.61,1014,0,0
27.75,Utilities,Credit Card,POS,Pune,0,78,387.36,1867,0,0
181.33,Food,Debit Card,Desktop,Kolkata,0,3,492.56,57,0,0
1.05,Fashion,NetBanking,POS,Hyderabad,0,108,399.27,1581,0,0
7.15,Food,NetBanking,Desktop,Kolkata,0,51,154.99,839,0,0
18.64,Entertainment,Debit Card,POS,Hyderabad,0,114,481.81,1924,0,0
2.15,Utilities,NetBanking,Mobile,Mumbai,0,94,491.95,301,1,1
16.02,Electronics,Debit Card,POS,Kolkata,1,174,70.32,1153,0,0
69.98,Fashion,Credit Card,Mobile,Pune,0,116,451.51,1961,0,0
43.77,Health,Credit Card,Desktop,Mumbai,1,183,335.46,1257,0,0
178.55,Travel,Credit Card,Desktop,Bengaluru,0,105,461.78,219,0,0
136.06,Grocery,Debit Card,Desktop,Pune,0,99,458.71,575,0,0
33.46,Utilities,Debit Card,Mobile,Mumbai,0,154,446.77,323,0,0
24.03,Food,PayPal,Desktop,Delhi,0,76,443.79,1948,0,0
38.2,Electronics,NetBanking,Desktop,Kolkata,0,159,67.65,1996,0,0
71.39,Travel,NetBanking,Mobile,Pune,0,81,80.32,1843,0,0
24.96,Grocery,PayPal,POS,Chennai,0,72,67.71,877,0,0
78.28,Travel,PayPal,Desktop,Pune,0,147,54.6,1397,0,0
42.13,Grocery,Credit Card,POS,Bengaluru,0,196,183.11,800,0,0
64.25,Utilities,PayPal,POS,Mumbai,0,143,345.14,798,0,0
45.83,Health,Debit Card,Desktop,Chennai,0,111,183.8,82,1,0
27.9,Fashion,UPI,Desktop,Bengaluru,0,58,362.95,1757,0,0
237.22,Utilities,Debit Card,Mobile,Delhi,0,78,411.94,713,0,0
115.38,Travel,PayPal,Mobile,Pune,1,158,336.45,1100,0,0
12.08,Travel,NetBanking,Desktop,Kolkata,0,48,237.9,1040,0,0
162.28,Travel,Debit Card,POS,Chennai,0,56,154.8,1475,0,0
53.47,Fashion,NetBanking,Mobile,Kolkata,0,42,70.96,732,0,0
179.96,Electronics,Debit Card,Mobile,Mumbai,1,24,251.89,912,0,0
128.7,Grocery,NetBanking,Desktop,Mumbai,0,110,362.6,494,0,0
44.3,Utilities,Debit Card,Desktop,Delhi,0,52,278.64,582,0,0
1.82,Utilities,NetBanking,Desktop,Bengaluru,0,171,363.53,946,0,0
25.03,Health,UPI,Desktop,Chennai,0,34,174.26,1482,0,0
62.41,Travel,Credit Card,Mobile,Delhi,0,188,42.73,1037,0,0
80.3,Entertainment,Debit Card,Mobile,Bengaluru,0,3,387.84,1450,0,1
23.86,Utilities,UPI,Mobile,Hyderabad,0,68,117.66,223,0,0
12.01,Fashion,Credit Card,POS,Hyderabad,0,139,311.98,95,0,0
144.11,Electronics,Debit Card,Mobile,Bengaluru,0,141,404.1,584,0,0
332.85,Utilities,UPI,Mobile,Mumbai,0,50,78.16,1755,0,0
59.67,Grocery,UPI,Desktop,Mumbai,0,82,303.26,630,0,0
15.07,Fashion,UPI,Mobile,Hyderabad,0,19,347.79,1529,0,0
25.43,Health,PayPal,Mobile,Mumbai,0,44,375.8,1741,0,0
1.48,Health,NetBanking,Mobile,Kolkata,0,161,82.36,1934,0,0
196.55,Grocery,Credit Card,Desktop,Mumbai,0,166,414.31,1079,0,0
10.02,Travel,NetBanking,Mobile,Bengaluru,0,3,56.13,1152,1,0
68.74,Health,NetBanking,Mobile,Pune,0,113,264.6,505,0,0
25.62,Electronics,NetBanking,POS,Bengaluru,0,65,227.27,602,0,0
64.63,Fashion,UPI,POS,Mumbai,0,163,118.67,1946,0,0
84.31,Utilities,NetBanking,POS,Bengaluru,0,164,157.95,791,0,0
141.64,Electronics,PayPal,POS,Chennai,0,166,90.57,916,0,0
18.5,Travel,Debit Card,Desktop,Hyderabad,0,39,218.61,859,0,0
0.88,Electronics,UPI,POS,Pune,0,153,27.4,1790,0,0
11.78,Electronics,Credit Card,Mobile,Chennai,1,64,445.57,111,0,1
184.22,Food,Debit Card,POS,Chennai,0,104,90.11,1451,0,0
165.65,Electronics,Debit Card,Desktop,Mumbai,0,13,444.15,1747,0,0
72.79,Grocery,Debit Card,POS,Mumbai,0,68,433.15,1990,0,0
73.41,Fashion,NetBanking,POS,Chennai,0,70,231.32,729,0,0
87.5,Food,NetBanking,Desktop,Chennai,0,75,253.89,1446,0,1
15.43,Fashion,UPI,Desktop,Delhi,0,1,157.94,73,0,0
196.66,Fashion,NetBanking,Desktop,Delhi,1,182,498.47,853,0,0
43.41,Travel,NetBanking,Desktop,Kolkata,0,98,338.68,1531,0,0
38.65,Travel,NetBanking,Desktop,Hyderabad,1,104,476.39,1824,0,1
58.54,Food,UPI,Desktop,Chennai,0,116,213.25,639,0,0
3.85,Health,UPI,Mobile,Bengaluru,0,137,442.68,1918,0,0
14.55,Entertainment,PayPal,POS,Pune,0,164,229.63,1144,0,0
107.16,Travel,PayPal,POS,Delhi,0,113,434.75,1880,0,0
6.91,Entertainment,PayPal,Desktop,Mumbai,0,103,74.15,1382,0,1
73.94,Travel,PayPal,Desktop,Chennai,1,37,322.06,1706,0,0
22.52,Travel,Debit Card,Mobile,Bengaluru,1,106,342.56,1467,0,1
39.45,Fashion,Debit Card,Mobile,Pune,1,187,331.52,1874,0,0
27.25,Food,PayPal,Desktop,Bengaluru,0,108,229.04,1817,0,0
35.16,Fashion,PayPal,Mobile,Kolkata,1,21,345.12,749,0,0
101.57,Utilities,Credit Card,Mobile,Bengaluru,0,148,127.34,720,0,0
28.21,Grocery,Debit Card,Desktop,Mumbai,0,129,301.97,1863,0,0
66.85,Fashion,Credit Card,Desktop,Delhi,0,187,281.58,1975,0,0
51.71,Entertainment,Credit Card,Desktop,Bengaluru,0,28,165.99,728,0,0
87.17,Entertainment,NetBanking,Desktop,Pune,1,199,391.64,866,0,0
220.95,Grocery,UPI,POS,Delhi,1,184,49.63,139,0,0
105.51,Electronics,Debit Card,POS,Kolkata,0,108,94.01,248,0,0
19.36,Electronics,PayPal,Desktop,Kolkata,0,9,240.86,492,0,0
2.53,Grocery,PayPal,Mobile,Hyderabad,0,193,446.95,889,0,0
24.33,Grocery,UPI,Desktop,Mumbai,0,164,291.83,544,0,0
72.32,Fashion,Debit Card,POS,Delhi,0,162,422.61,1606,0,0
4.22,Grocery,PayPal,Mobile,Kolkata,0,32,263.61,666,0,0
54.87,Utilities,PayPal,POS,Kolkata,0,66,394.87,1310,0,0
72.67,Food,NetBanking,Desktop,Delhi,0,100,169.64,1246,0,0
32.55,Electronics,Credit Card,POS,Bengaluru,0,153,409.42,656,1,1
117.89,Electronics,PayPal,POS,Pune,0,179,206.83,99,0,1
9.02,Utilities,Debit Card,POS,Bengaluru,0,191,283.83,488,0,0
6.25,Health,UPI,Mobile,Pune,0,173,96.18,1435,0,0
104.21,Utilities,NetBanking,POS,Kolkata,0,154,461.01,1871,0,0
54.73,Utilities,Debit Card,Mobile,Kolkata,0,21,353.71,1547,0,1
93.28,Grocery,NetBanking,Desktop,Mumbai,0,82,430.84,1901,0,0
45.65,Travel,Credit Card,Desktop,Delhi,0,179,111.85,126,0,0
22.63,Travel,PayPal,POS,Chennai,0,24,43.17,1781,0,0
136.79,Utilities,Debit Card,Mobile,Kolkata,0,111,175.23,1880,0,0
128.52,Grocery,UPI,Desktop,Pune,0,92,263.18,253,0,0
94.92,Food,Credit Card,Mobile,Pune,0,12,403.16,1895,0,0
25.41,Travel,Credit Card,Mobile,Bengaluru,0,139,204.89,860,0,0
71.37,Health,NetBanking,POS,Bengaluru,0,155,142.28,1334,0,0
35.82,Entertainment,Credit Card,POS,Kolkata,0,23,192.55,1959,0,0
7.68,Grocery,Debit Card,Mobile,Kolkata,0,161,354.77,1386,0,0
199.42,Utilities,NetBanking,Mobile,Hyderabad,0,92,174.75,1945,0,0
11.77,Food,Credit Card,POS,Pune,0,166,489.79,670,0,0
240.04,Food,UPI,Mobile,Mumbai,0,183,95.74,1664,0,0
47.25,Fashion,Debit Card,POS,Delhi,0,198,379.02,1835,0,0
16.38,Food,UPI,Mobile,Delhi,0,170,298.69,1458,0,0
62.45,Travel,UPI,POS,Delhi,0,123,124.22,525,0,0
165.05,Utilities,NetBanking,Mobile,Pune,1,157,379.27,1812,0,0
105.41,Entertainment,PayPal,POS,Bengaluru,0,34,229.29,1239,0,0
131.42,Travel,NetBanking,Mobile,Mumbai,0,125,344.38,1809,0,0
86.02,Grocery,Debit Card,Desktop,Delhi,0,57,334.51,1091,0,0
94.28,Entertainment,Debit Card,Desktop,Pune,1,3,64.22,798,0,0
151.34,Grocery,NetBanking,Mobile,Chennai,0,6,421.59,1905,0,1
22.98,Food,PayPal,Desktop,Kolkata,0,48,343.92,789,0,0
53.78,Health,NetBanking,Mobile,Hyderabad,0,102,392.49,1698,1,0
20.0,Electronics,Debit Card,Mobile,Hyderabad,0,192,229.41,517,1,1
351.64,Entertainment,PayPal,Desktop,Delhi,0,120,105.58,585,1,0
230.68,Utilities,Debit Card,Mobile,Bengaluru,0,13,169.84,1021,0,0
3.22,Fashion,PayPal,POS,Hyderabad,1,36,451.72,1758,0,0
97.82,Electronics,PayPal,Mobile,Hyderabad,1,70,469.63,1559,0,0
207.49,Food,NetBanking,Mobile,Hyderabad,0,33,246.11,518,0,1
15.93,Food,NetBanking,Desktop,Hyderabad,1,105,156.41,86,0,1
67.14,Utilities,NetBanking,POS,Delhi,0,57,367.85,541,0,0
197.67,Electronics,PayPal,Mobile,Pune,0,55,385.34,1301,0,0
2.76,Fashion,PayPal,Mobile,Mumbai,0,107,409.58,133,0,0
95.63,Entertainment,Debit Card,Mobile,Mumbai,0,141,25.23,586,0,0
28.23,Entertainment,UPI,Mobile,Bengaluru,0,51,14.77,89,0,0
206.58,Electronics,NetBanking,Mobile,Pune,0,92,185.01,1631,0,0
283.4,Grocery,Debit Card,Mobile,Kolkata,0,53,84.72,764,0,0
230.97,Travel,Debit Card,POS,Chennai,0,36,404.44,1612,0,0
51.43,Health,Credit Card,POS,Mumbai,0,133,271.09,1291,0,0
158.46,Grocery,NetBanking,Mobile,Chennai,0,119,414.42,400,0,0
148.91,Entertainment,Debit Card,Mobile,Mumbai,1,25,96.69,55,0,0
30.75,Travel,Credit Card,Desktop,Mumbai,0,81,317.34,422,0,0
141.25,Health,NetBanking,POS,Bengaluru,0,37,294.28,1872,0,0
3.02,Health,PayPal,POS,Hyderabad,0,19,176.79,635,0,0
72.56,Health,Credit Card,Mobile,Bengaluru,0,35,263.37,139,0,0
20.91,Food,PayPal,POS,Mumbai,0,107,298.62,1445,1,1
10.28,Utilities,UPI,POS,Pune,0,162,445.85,802,0,0
6.41,Health,UPI,Desktop,Hyderabad,0,54,37.26,283,0,0
95.33,Fashion,UPI,Desktop,Pune,0,174,413.45,1860,0,0
33.23,Electronics,UPI,POS,Pune,0,6,490.28,1889,0,0
103.21,Entertainment,Debit Card,POS,Pune,1,129,368.57,1605,0,0
5.41,Fashion,UPI,POS,Hyderabad,0,199,371.3,1857,0,1
30.3,Electronics,Debit Card,Mobile,Pune,0,34,116.81,946,0,0
62.03,Grocery,Debit Card,Desktop,Hyderabad,0,56,266.31,795,0,0
125.13,Utilities,NetBanking,Mobile,Chennai,0,97,355.91,1150,0,0
30.71,Grocery,Debit Card,Desktop,Kolkata,0,26,305.12,567,0,0
78.66,Electronics,Debit Card,Desktop,Mumbai,0,170,198.71,1157,0,0
173.71,Fashion,UPI,Desktop,Delhi,0,91,470.66,644,0,0
76.54,Electronics,Debit Card,POS,Pune,0,38,261.85,616,0,0
21.22,Health,PayPal,Desktop,Bengaluru,0,154,485.24,626,0,0
1.98,Food,UPI,Mobile,Chennai,0,59,286.3,1549,0,0
163.28,Entertainment,Credit Card,Desktop,Bengaluru,0,127,398.76,1267,0,0
1.72,Grocery,UPI,Mobile,Delhi,0,24,373.59,142,0,0
166.16,Entertainment,Debit Card,Desktop,Hyderabad,0,111,333.8,1365,0,0
60.22,Food,PayPal,Desktop,Delhi,0,21,17.09,598,0,0
223.84,Health,UPI,POS,Bengaluru,0,60,47.94,984,0,0
128.27,Health,PayPal,Mobile,Delhi,0,90,294.93,925,0,0
494.58,Grocery,Credit Card,Desktop,Mumbai,0,148,456.77,1154,0,0
34.55,Grocery,Credit Card,Desktop,Delhi,0,6,304.56,791,0,0
116.6,Health,NetBanking,Mobile,Pune,0,195,125.64,1700,0,0
41.12,Travel,NetBanking,Desktop,Mumbai,0,10,166.91,967,0,0
52.29,Entertainment,UPI,POS,Pune,0,140,315.35,682,0,0
79.0,Utilities,NetBanking,Mobile,Kolkata,0,97,302.56,113,0,0
165.51,Food,PayPal,POS,Kolkata,0,150,478.29,748,0,1
331.23,Entertainment,NetBanking,Mobile,Delhi,0,190,269.25,1795,0,0
116.98,Food,PayPal,Mobile,Mumbai,0,189,183.96,1983,0,0
43.27,Travel,NetBanking,Mobile,Mumbai,0,80,267.25,897,0,0
43.77,Utilities,NetBanking,Desktop,Kolkata,0,17,395.25,978,0,0
107.03,Fashion,NetBanking,Mobile,Delhi,0,138,274.78,331,0,0
21.83,Food,Debit Card,Mobile,Chennai,0,140,169.77,1626,0,0
9.37,Entertainment,Debit Card,Mobile,Hyderabad,0,83,175.92,1270,0,0
35.03,Electronics,NetBanking,POS,Hyderabad,0,40,380.84,597,0,1
27.09,Utilities,PayPal,Mobile,Hyderabad,0,151,42.56,570,0,0
28.11,Health,UPI,Desktop,Mumbai,0,168,144.63,1676,0,0
21.28,Health,Credit Card,Mobile,Kolkata,0,74,84.99,121,0,0
3.44,Travel,Debit Card,Mobile,Hyderabad,0,74,472.89,683,0,0
1.44,Food,NetBanking,POS,Kolkata,0,50,54.15,1505,0,0
352.0,Fashion,Credit Card,Desktop,Mumbai,0,10,381.51,643,0,0
44.66,Food,Debit Card,Desktop,Kolkata,0,103,318.91,100,0,0
38.8,Health,UPI,Desktop,Chennai,0,94,320.07,1578,0,0
91.07,Grocery,PayPal,Mobile,Delhi,0,132,384.08,1454,0,0
19.7,Electronics,NetBanking,Mobile,Kolkata,0,129,206.24,698,0,0
239.6,Utilities,UPI,Desktop,Kolkata,0,43,206.36,110,0,0
123.47,Travel,Debit Card,Desktop,Delhi,0,83,151.47,1153,0,0
7.49,Grocery,NetBanking,POS,Mumbai,1,133,302.9,624,0,0
43.25,Entertainment,Credit Card,Desktop,Mumbai,1,104,465.6,247,0,0
169.04,Fashion,PayPal,Mobile,Kolkata,0,34,462.75,913,0,0
231.64,Grocery,Debit Card,Mobile,Chennai,0,194,354.45,778,0,1
50.4,Entertainment,PayPal,Mobile,Hyderabad,0,24,454.03,154,0,1
76.03,Grocery,NetBanking,POS,Chennai,0,142,482.12,230,0,0
14.62,Fashion,UPI,Desktop,Delhi,1,41,399.6,1055,0,1
378.36,Utilities,PayPal,Mobile,Delhi,0,170,209.84,603,0,0
21.08,Grocery,Credit Card,POS,Pune,0,13,246.78,1073,0,0
228.8,Travel,Debit Card,POS,Hyderabad,0,157,466.32,1012,0,0
83.91,Health,Credit Card,Mobile,Kolkata,0,193,338.3,751,1,0
74.87,Food,PayPal,POS,Delhi,0,174,412.14,981,0,0
57.51,Grocery,UPI,POS,Pune,1,162,66.9,1911,0,1
20.98,Travel,UPI,Mobile,Mumbai,0,191,105.01,209,0,0
15.54,Food,Credit Card,POS,Delhi,0,132,178.61,1462,0,0
19.93,Utilities,NetBanking,Mobile,Bengaluru,0,28,102.24,1115,0,0
16.51,Entertainment,NetBanking,Mobile,Hyderabad,0,83,454.17,302,0,0
120.98,Food,UPI,POS,Pune,0,129,116.28,836,0,0
34.48,Entertainment,Credit Card,Mobile,Hyderabad,0,164,283.02,1806,0,0
4.77,Grocery,Credit Card,Mobile,Hyderabad,1,107,51.87,792,0,0
278.17,Travel,Credit Card,Desktop,Bengaluru,0,13,85.93,1063,0,0
172.19,Health,PayPal,Mobile,Chennai,0,114,131.23,728,0,0
210.21,Grocery,NetBanking,Desktop,Mumbai,0,106,491.62,950,0,0
422.4,Entertainment,NetBanking,Desktop,Hyderabad,0,5,400.56,651,0,0
15.28,Fashion,PayPal,Desktop,Delhi,1,97,340.04,569,0,0
40.37,Food,Debit Card,Desktop,Mumbai,0,14,458.97,1015,0,0
113.58,Grocery,PayPal,POS,Delhi,0,80,478.54,489,0,0
95.26,Entertainment,Credit Card,POS,Mumbai,0,120,232.25,1114,0,0
13.37,Utilities,PayPal,Mobile,Kolkata,0,160,170.57,1111,0,0
135.35,Food,Credit Card,Mobile,Mumbai,0,178,164.5,329,0,0
20.33,Utilities,UPI,Mobile,Pune,0,155,27.51,526,0,0
20.27,Entertainment,Credit Card,POS,Delhi,0,35,147.02,1392,0,0
61.6,Travel,NetBanking,Desktop,Delhi,0,3,183.97,1305,0,0
71.9,Electronics,PayPal,POS,Kolkata,1,4,28.08,1460,0,0
69.42,Utilities,Credit Card,POS,Mumbai,0,135,442.48,1309,0,0
7.68,Grocery,Debit Card,Mobile,Hyderabad,0,131,425.45,1434,0,0
167.95,Health,UPI,Mobile,Delhi,0,81,133.24,1198,0,0
24.7,Grocery,Debit Card,Mobile,Kolkata,0,111,403.25,620,0,0
11.1,Food,Debit Card,Desktop,Bengaluru,0,59,400.14,370,0,0
175.68,Travel,Debit Card,Desktop,Bengaluru,0,74,174.16,1859,0,0
249.25,Entertainment,UPI,POS,Mumbai,0,129,351.56,1851,0,0
158.51,Fashion,UPI,Desktop,Chennai,0,156,152.03,432,1,0
132.65,Health,UPI,Mobile,Mumbai,0,59,44.44,317,0,0
85.19,Travel,UPI,Desktop,Kolkata,0,118,257.35,1018,0,1
64.03,Utilities,Debit Card,Desktop,Mumbai,0,181,224.78,243,0,0
7.28,Utilities,NetBanking,Desktop,Hyderabad,0,138,77.69,561,0,0
42.0,Grocery,NetBanking,Desktop,Hyderabad,0,199,250.37,899,0,0
37.3,Fashion,UPI,Mobile,Pune,0,103,475.19,771,0,0
24.06,Travel,PayPal,Mobile,Kolkata,0,131,368.38,1629,0,0
102.82,Electronics,Credit Card,POS,Chennai,0,135,372.05,1601,0,0
54.79,Health,PayPal,POS,Kolkata,0,9,381.2,240,0,0
6.76,Food,PayPal,POS,Kolkata,1,99,374.87,200,0,0
19.9,Travel,PayPal,Desktop,Chennai,0,197,19.75,567,0,0
91.97,Travel,NetBanking,Desktop,Kolkata,1,141,463.1,1316,1,1
6.33,Electronics,Credit Card,Mobile,Chennai,1,168,416.77,831,0,0
152.42,Grocery,PayPal,POS,Chennai,0,114,144.54,705,0,0
54.68,Entertainment,UPI,Mobile,Chennai,0,62,280.84,419,0,0
52.4,Entertainment,NetBanking,POS,Kolkata,0,62,311.35,450,0,0
71.8,Health,UPI,POS,Kolkata,0,10,74.65,91,0,0
139.29,Health,UPI,POS,Mumbai,0,87,134.44,115,0,1
34.19,Food,PayPal,Desktop,Kolkata,0,11,21.39,1042,1,0
90.66,Travel,UPI,POS,Mumbai,1,62,433.34,1638,0,0
66.73,Fashion,Credit Card,POS,Pune,0,77,22.2,520,0,0
24.85,Travel,UPI,Desktop,Bengaluru,1,104,166.16,925,0,1
168.71,Entertainment,PayPal,POS,Bengaluru,0,56,48.34,89,0,0
127.73,Food,UPI,Desktop,Pune,0,110,392.89,506,0,0
85.94,Travel,NetBanking,Desktop,Pune,0,49,463.24,349,0,0
152.08,Electronics,NetBanking,Mobile,Delhi,0,16,285.78,719,0,0
161.57,Entertainment,NetBanking,Desktop,Mumbai,0,73,78.39,81,0,0
98.58,Travel,Debit Card,Desktop,Chennai,0,116,283.5,686,1,0
145.13,Travel,NetBanking,Desktop,Delhi,1,93,387.47,857,0,0
95.65,Entertainment,NetBanking,POS,Hyderabad,0,137,362.02,1130,0,0
91.19,Fashion,Debit Card,Mobile,Mumbai,0,33,373.44,148,0,0
77.11,Entertainment,NetBanking,POS,Kolkata,0,88,146.8,750,0,0
111.78,Electronics,PayPal,Desktop,Pune,0,163,46.13,1235,0,0
13.82,Electronics,NetBanking,Desktop,Bengaluru,0,39,82.99,535,0,0
170.2,Travel,NetBanking,Mobile,Mumbai,0,114,478.2,1703,0,0
164.36,Health,Debit Card,Mobile,Pune,0,77,310.62,666,0,0
2.37,Fashion,PayPal,Desktop,Mumbai,0,87,366.67,182,0,0
139.81,Travel,UPI,Desktop,Kolkata,0,153,450.54,1071,0,0
11.04,Entertainment,Credit Card,POS,Mumbai,0,114,427.85,1117,1,1
32.65,Travel,PayPal,Desktop,Kolkata,0,56,117.02,526,0,0
108.85,Food,UPI,POS,Mumbai,0,176,38.45,1801,0,0
14.02,Food,PayPal,Mobile,Hyderabad,0,138,463.31,108,0,0
136.29,Health,UPI,POS,Bengaluru,0,41,491.02,88,0,1
142.77,Fashion,UPI,Desktop,Mumbai,0,104,288.0,1464,0,0
56.66,Grocery,PayPal,POS,Pune,0,99,445.32,792,0,0
0.51,Utilities,Debit Card,POS,Hyderabad,0,59,123.59,855,0,0
27.07,Food,PayPal,Mobile,Delhi,0,156,64.41,1114,0,0
76.76,Grocery,PayPal,POS,Mumbai,0,122,254.91,1520,0,0
317.85,Electronics,UPI,Desktop,Kolkata,1,120,407.48,1683,0,1
79.93,Food,Credit Card,POS,Hyderabad,0,41,330.78,1132,0,0
24.07,Food,UPI,POS,Chennai,0,66,322.29,1802,0,0
80.41,Fashion,NetBanking,POS,Delhi,0,179,18.55,1892,0,0
62.12,Health,PayPal,Desktop,Bengaluru,0,62,165.57,1736,1,1
121.07,Grocery,PayPal,POS,Mumbai,0,158,470.35,1541,0,0
9.05,Entertainment,Debit Card,Desktop,Mumbai,0,40,75.79,273,0,0
114.51,Food,UPI,POS,Hyderabad,0,40,365.92,237,0,0
62.34,Food,Debit Card,Mobile,Bengaluru,0,197,382.06,885,0,0
263.73,Fashion,PayPal,Mobile,Chennai,0,102,369.09,1140,0,0
33.47,Fashion,UPI,Mobile,Delhi,0,190,494.75,1704,0,0
80.11,Health,UPI,Desktop,Pune,1,15,210.51,629,0,1
215.09,Grocery,NetBanking,Desktop,Bengaluru,0,124,344.27,674,0,0
8.65,Electronics,NetBanking,Desktop,Mumbai,0,131,104.89,68,0,0
221.46,Entertainment,Credit Card,POS,Hyderabad,0,24,205.86,1229,0,0
93.15,Health,NetBanking,Desktop,Chennai,0,169,250.86,507,0,0
5.62,Utilities,UPI,Desktop,Hyderabad,0,191,115.27,1645,0,0
28.64,Electronics,NetBanking,Desktop,Delhi,0,48,454.34,49,0,0
98.53,Travel,Credit Card,Desktop,Kolkata,0,189,360.94,250,0,0
5.58,Food,PayPal,Mobile,Kolkata,0,48,149.04,1902,0,0
69.81,Grocery,NetBanking,POS,Bengaluru,0,47,76.13,304,0,0
33.96,Health,UPI,Mobile,Hyderabad,0,184,151.05,1753,0,0
77.6,Food,PayPal,POS,Pune,0,105,315.26,1207,0,1
3.75,Grocery,UPI,POS,Pune,0,113,414.94,492,0,0
164.17,Grocery,PayPal,Mobile,Kolkata,0,8,256.55,1462,0,0
290.42,Grocery,UPI,Desktop,Kolkata,1,18,60.22,1708,0,0
277.59,Food,NetBanking,Mobile,Hyderabad,0,108,132.16,280,1,0
110.79,Health,NetBanking,POS,Mumbai,0,84,179.12,241,0,0
11.15,Entertainment,Credit Card,POS,Hyderabad,0,151,321.71,1531,0,0
113.59,Fashion,PayPal,Desktop,Chennai,0,197,130.86,1714,0,0
1.99,Food,Credit Card,Mobile,Bengaluru,0,65,124.62,716,0,0
1.79,Utilities,Debit Card,POS,Delhi,0,109,150.24,448,0,0
31.28,Grocery,NetBanking,Mobile,Pune,0,46,300.34,1225,0,0
53.66,Health,PayPal,Desktop,Hyderabad,0,66,251.39,536,0,0
117.72,Entertainment,Credit Card,Desktop,Chennai,0,80,422.4,675,0,0
91.98,Travel,Credit Card,POS,Kolkata,1,197,351.99,1681,0,0
47.23,Utilities,Debit Card,Desktop,Pune,0,150,336.74,898,0,1
25.58,Electronics,Credit Card,POS,Pune,0,193,85.78,1256,0,0
468.12,Utilities,UPI,POS,Delhi,0,140,37.06,1972,0,0
44.44,Grocery,NetBanking,Desktop,Pune,0,147,259.9,521,0,0
48.03,Travel,Credit Card,Desktop,Chennai,0,150,45.1,324,0,0
14.29,Fashion,Credit Card,Mobile,Pune,0,183,188.37,486,0,0
126.71,Entertainment,Debit Card,Mobile,Pune,1,106,22.8,1199,0,0
94.65,Entertainment,UPI,POS,Hyderabad,0,126,96.64,1291,0,0
19.96,Grocery,Credit Card,Mobile,Hyderabad,0,190,64.08,769,0,0
6.88,Utilities,NetBanking,POS,Kolkata,0,179,402.48,1820,0,0
91.28,Utilities,NetBanking,Desktop,Bengaluru,0,176,179.6,453,0,0
85.02,Entertainment,Credit Card,Desktop,Mumbai,0,145,48.63,1037,0,0
25.53,Travel,UPI,Mobile,Chennai,0,13,140.09,321,0,0
241.05,Grocery,NetBanking,POS,Mumbai,0,28,344.58,185,0,0
13.1,Food,NetBanking,POS,Mumbai,0,123,375.36,1904,0,0
45.3,Health,UPI,Mobile,Pune,0,67,68.73,379,0,0
230.05,Travel,UPI,POS,Kolkata,0,5,391.5,1495,0,0
43.54,Health,Credit Card,POS,Delhi,0,100,191.57,1987,1,0
81.41,Food,PayPal,Desktop,Delhi,1,188,342.9,272,0,1
40.55,Food,Debit Card,POS,Pune,0,143,339.04,1260,0,0
25.64,Health,PayPal,POS,Kolkata,0,81,398.86,1481,1,0
330.7,Travel,PayPal,POS,Chennai,0,44,351.62,1819,0,0
42.12,Health,NetBanking,Mobile,Mumbai,0,119,29.05,1001,0,0
179.62,Health,UPI,Mobile,Bengaluru,0,46,264.55,287,0,0
20.9,Electronics,NetBanking,Mobile,Kolkata,0,157,91.43,614,1,1
19.17,Travel,Debit Card,POS,Mumbai,0,68,485.28,64,0,0
2.53,Utilities,Credit Card,POS,Delhi,0,128,135.36,1182,0,0
84.37,Utilities,Debit Card,Mobile,Mumbai,0,49,215.85,459,0,0
36.78,Electronics,NetBanking,Mobile,Hyderabad,0,171,106.38,1753,0,0
159.82,Grocery,NetBanking,POS,Hyderabad,0,102,75.95,1372,0,0
51.28,Entertainment,NetBanking,POS,Bengaluru,1,196,304.46,124,0,0
275.85,Utilities,NetBanking,Desktop,Chennai,0,77,251.66,249,0,0
16.42,Health,PayPal,Mobile,Mumbai,1,20,193.58,330,0,0
162.37,Grocery,Credit Card,POS,Hyderabad,0,111,51.86,1690,0,0
119.9,Utilities,PayPal,Mobile,Chennai,0,146,370.62,1238,0,0
117.9,Travel,NetBanking,Mobile,Kolkata,0,192,12.87,1090,0,0
